Chen's new columns	Reference	Publication Year	Title	Journal	DOI	GEO Accession Number	hiPSC Line (Healthy Control)	Number of Healthy Control hiPSC-CM Lines	Sex of hiPSC Line	Ancestry of hiPSC Line	hiPSC Matrix Coating	hiPSC Backbone Media	Confluency at Start of Differentiation (%)	hiPSC-CM Backbone Media	hiPSC-CM Media Supplements	Wnt Activator	Time of Wnt Activator (Start Day - End Day)	Wnt Inhibitor	Time of Wnt Inibitor (Start Day - End Day)	Day Insulin is Added (Until End Unless Noted)	Purification Protocol	Time of hiPSC-CM Purification (Start Day - End Day)	Method to Assess Differentiation Purity	Differentiation Purity (%)	hiPSC-CM Maintenance/Maturation Media (if different)	hiPSC-CM Matrix Coating if Replated	Maturation Technique: Metabolic?	Metabolic Components	Maturation Technique: Electrical Stimulation?	Maturation Technique: Passive Tension?	Maturation Technique: Other Cell Types?	Maturation Technique: Mechanical Stimulation?	Maturation Technique: Cell Alignment?	Maturation Technique: Elastomeric Surface?	Maturation Technique: Cell Derived ECM?	2D: Surface	3D: Platform Type	3D: Cell Types	3D: Type of Stromal Cell (SC)	3D: Types of Endothelial Cell (EC) 	3D: Cell Composition (CM-EC-SC)	Tissue Media	3D: Estimated Tissue Cell Density (10^6 cells/mL)	3D:Estimated Tissue size (mm2)	Immunofluorescent Imaging?	SEM or TEM	Sarcomere/Cellular Alignment Analysis?	Sarcomere Length (um)	Cell Area (um2)	T-tubules Present?	Contractile Analyses Method	Force (mN)	Stress (mN/mm2)	Upstroke Velocity (um/s)	Calcium Handling Analyses Method	Amplitude (F/F0)	Beat Rate (beats per minute)	Time to Peak (ms)	Time to Relaxation (ms)	Conduction Velocity (cm/s)	Electrophysiology Analyses Method	AP Conduction Velocity (cm/s)	AP Amplitude (mV)	Resting Membrane Potential (mV)	Max Capture Rate (Hz)	Metabolic Analyses Method	Fatty Acid Metabolism Measured?	Gene Analyses Method	Pharmacological Interventions	Disease
	Peters, M. C. et al. Follistatin-like 1 promotes proliferation of matured human hypoxic iPSC-cardiomyocytes and is secreted by cardiac fibroblasts. Mol Ther Methods Clin Dev 25, 3–16 (2022).	2022.0	 Follistatin-like 1 promotes proliferation of matured human hypoxic iPSC-cardiomyocytes and is secreted by cardiac fibroblasts	 Mol Ther Methods Clin Dev 25, 3–16 (2022)	https://doi.org/10.1016/j.omtm.2022.02.005		SCVI-273, UKKi032-C	2	NaN, Female	NaN, NaN		E8	95	iCell Maintenance Medium (CDI)	B27	CHIR99021	0-3	Wnt-C59	3-7	7	No glucose	9-16	Flow cytometry for ACTN1+		DMEM without glucose with 3mM glucose, L-lactate, vitamin B12, biotin, creatine monohydrate, taurine, L-carnitine, L-ascorbic acid, NEAAs, Albumax, B27, KOSR		Yes	L-lactate, Vitamin B12, Biotin, Creatine monohydrate, Taurine, L-carnitine, Ascorbic acid, 1x NEAA, Albumax, 1x B27, 1% KOSR			Yes					Micropatterned plastic/glass									Yes																							RNA-seq, PCR		Tissue hypoxia
	Peters, M. C. et al. Metabolic Maturation Increases Susceptibility to Hypoxia-induced Damage in Human iPSC-derived Cardiomyocytes. Stem Cells Transl Med 11, 1040–1051 (2022).	2022.0	 Metabolic Maturation Increases Susceptibility to Hypoxia-induced Damage in Human iPSC-derived Cardiomyocytes	 Stem Cells Transl Med 11, 1040–1051 (2022)	https://doi.org/10.1093/stcltm/szac061		SCVI-273, UKKi032-C	2	NaN, Female	NaN, NaN	Matrigel	E8	85	iCell Maintenance Medium (CDI)	B27	CHIR99021	0-3	Wnt-C59	3-7	7	No glucose	9-16	Flow cytometry for cTnT+; Flow cytometry for ACTN1+	94	DMEM without glucose with 3mM glucose, L-lactate, vitamin B12, biotin, creatine monohydrate, taurine, L-carnitine, L-ascorbic acid, NEAAs, Albumax, B27, KOSR	Matrigel	Yes	L-lactate, Vitamin B12, Biotin, Creatine monohydrate, Taurine, L-carnitine, Ascorbic acid, 1x NEAA, Albumax, 1x B27, 1% KOSR								ECM-coated plastic/glass						DMEM without glucose with 3mM glucose, L-lactate, vitamin B12, biotin, creatine monohydrate, taurine, L-carnitine, L-ascorbic acid, NEAAs, Albumax, B27, KOSR			Yes						Motion tracking analysis															Seahorse				Tissue hypoxia
	Pioner, J. M. et al. Isolation and mechanical measurements of myofibrils from human induced pluripotent stem cell-derived cardiomyocytes. Stem Cell Reports 6, 885–896 (2016).	2016.0	 Isolation and mechanical measurements of myofibrils from human induced pluripotent stem cell-derived cardiomyocytes	 Stem Cell Reports 6, 885–896 (2016)	https://doi.org/10.1016/j.stemcr.2016.04.006		in-house (2)	2			Matrigel	mTeSR-1		iCell Maintenance Medium (CDI)	B27	CHIR99021, Activin A	0-3	XAV939	3-x	7			Flow cytometry for cTnT+	60									Yes			Micropatterned plastic/glass									Yes	TEM		1.8	7696	Yes																		PCR		HCM
	Pioner, J. M. et al. Optical investigation of action potential and calcium handling maturation of hiPSC-cardiomyocytes on biomimetic substrates. Int J Mol Sci 20, (2019).	2019.0	 Optical investigation of action potential and calcium handling maturation of hiPSC-cardiomyocytes on biomimetic substrates	 Int J Mol Sci 20, (2019)	https://doi.org/10.3390/ijms20153799		UC3-4 A1	1			Matrigel	mTeSR-1	70	iCell Maintenance Medium (CDI)	B27		0-2		2-4	12													Yes	Yes		Micropatterned plastic/glass																			Dye		33.0	190			Patch clamp; optical mapping		100	-75.0					isoproterenol, forskolin	
	Pires, R. H., Shree, N., Manu, E., Guzniczak, E. & Otto, O. Cardiomyocyte mechanodynamics under conditions of actin remodelling. Philosophical Transactions of the Royal Society B: Biological Sciences 374, (2019).	2019.0	 Cardiomyocyte mechanodynamics under conditions of actin remodelling	 Philosophical Transactions of the Royal Society B: Biological Sciences 374, (2019)	https://doi.org/10.3390/ijms20153799		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Geltrex										ECM-coated plastic/glass																																		
	Pointon, A. et al. High-throughput imaging of cardiac microtissues for the assessment of cardiac contraction during drug discovery. Toxicological Sciences 155, 444–457 (2017).	2017.0	 High-throughput imaging of cardiac microtissues for the assessment of cardiac contraction during drug discovery	 Toxicological Sciences 155, 444–457 (2017)	https://doi.org/10.1093/toxsci/kfw227		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin											Scaffold free	CM + EC + SC	hCF	CMVEC	67, 16.5, 16.5	iCell CM Maintenance Media (CDI), EBM2	0.0125	0.03	Yes						Motion tracking analysis																	PCR	amitriptyline, amoxicillin, acetylsalicylic acid, atenolol, AZ1-9, bepridil, captopril, chloroquine, cibenzoline, cimetidine, digoxin, diltiazem, disopyramide, dobutamine, doxorubicin, enalapril, epinephrine, flecainide, furosemide, haloperidol, isoproterenol, lapatinib, levosimendan, lisinopril, milrinone, nifedipine, paracetamol, pravastatin, quinidine, ramipril, sunitinib, tolbutamide, verapamil	
	Polonchuk, L. et al. Cardiac spheroids as promising in vitro models to study the human heart microenvironment. Sci Rep 7, (2017).	2017.0	 Cardiac spheroids as promising in vitro models to study the human heart microenvironment	 Sci Rep 7, (2017)	https://doi.org/10.1038/s41598-017-06385-8		Cor.4U	1						iCell Maintenance Medium (CDI)																	Yes						Scaffold free	CM + EC + SC	hiPSC-CF	HCAEC	50, 25, 25		0.15	0.35	Yes	TEM																							doxorubicin, L-NIO	
	Portillo-Esquivel, L. E., Nanduri, V., Zhang, F., Liang, W. & Zhang, B. z-Wire: A Microscaffold That Supports Guided Tissue Assembly and Intramyocardium Delivery for Cardiac Repair. Adv Healthc Mater 9, (2020).	2020.0	 z-Wire: A Microscaffold That Supports Guided Tissue Assembly and Intramyocardium Delivery for Cardiac Repair	 Adv Healthc Mater 9, (2020)	https://doi.org/10.1002/adhm.202000358		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin				Yes	Yes		Yes: Magnetic guided anisotropy				Z-wires with Iron(III) oxide nanoparticles (magnetic)	CM + SC	hiPSC-CF		50, 0, 50	iCell Maintenance Medium (CDI)	40.0	0.75	Yes		Yes				Motion tracking analysis			time to peak=0.16s															bepridil, cisapride, carbenoxolone	
	Prajapati, C., Pölönen, R. P. & Aalto-Setälä, K. Simultaneous recordings of action potentials and calcium transients from human induced pluripotent stem cell derived cardiomyocytes. Biol Open 7, (2018).	2018.0	 Simultaneous recordings of action potentials and calcium transients from human induced pluripotent stem cell derived cardiomyocytes	 Biol Open 7, (2018)	https://doi.org/10.1242/bio.035030		UTA.04602.WT, UTA.04511.WT	2	Female, NaN	Caucasian, NaN	MEF feeder cells	KO-DMEM, KOSR, GlutaMax, NEAAs	EB	iCell Maintenance Medium (CDI)	FBS, NEAAs, GlutaMax								IHC for cTnT and RyR2			Gelatin										ECM-coated plastic/glass									Yes										Dye				790		Patch clamp								E-4031, nimodipine, chromanol 293B	
	Pretorius, D. et al. Layer-By-Layer Fabrication of Large and Thick Human Cardiac Muscle Patch Constructs With Superior Electrophysiological Properties. Front Cell Dev Biol 9, (2021).	2021.0	 Layer-By-Layer Fabrication of Large and Thick Human Cardiac Muscle Patch Constructs With Superior Electrophysiological Properties	 Front Cell Dev Biol 9, (2021)	https://doi.org/10.3389/fcell.2021.670504		Not listed	Not listed			Matrigel	mTeSR-1		iCell Maintenance Medium (CDI)	B27	Yes, Not listed					No glucose with lactate	9-15	Flow cytometry for cTnT+	98							Yes						Fibrin + matrigel	CM + EC + SC	hiPSC-CF	hiPSC-EC	57, 29, 14	DMEM, B27, FBS, aminocaproic acid	10.0	200	Yes						Motion tracking analysis										Optical mapping	30.0						PCR		
	Pretorius, D., Kahn-Krell, A. M., LaBarge, W. C., Lou, X. & Zhang, J. Engineering of thick human functional myocardium via static stretching and electrical stimulation. iScience 25, (2022).	2022.0	 Engineering of thick human functional myocardium via static stretching and electrical stimulation	 iScience 25, (2022)	https://doi.org/10.1016/j.isci.2022.103824		hiPSC5, lzhiPSC5	3	NaN, NaN	NaN, NaN	Geltrex	mTeSR Plus	90	iCell Maintenance Medium (CDI)	B27	CHIR99021	0-1	IWR1	3-5	7	No glucose with lactate	9-15	Flow cytometry for cTnT+	96					Yes	Yes							Fibrin	CM			100, 0, 0	RPMI-1640, B27, FBS, aminocaproic acid	10.0	107	Yes	TEM		1.8																				PCR		
	Pushp, P. et al. Functional comparison of beating cardiomyocytes differentiated from umbilical cord-derived mesenchymal/stromal stem cells and human foreskin-derived induced pluripotent stem cells. J Biomed Mater Res A 108, 496–514 (2020).	2020.0	 Functional comparison of beating cardiomyocytes differentiated from umbilical cord-derived mesenchymal/stromal stem cells and human foreskin-derived induced pluripotent stem cells	 J Biomed Mater Res A 108, 496–514 (2020)	https://doi.org/10.1002/jbm.a.36831		DF6-9-9T.B	1			Matrigel, Sythemax	mTeSR-1	85	iCell Maintenance Medium (CDI)	B27	CHIR99021	0-1	IWP2	2-5	7			Flow cytometry for cTnT+	33									Yes			Electrospun fibers						DMEM			Yes																							PCR		
	Qian, F. et al. Simultaneous electrical recording of cardiac electrophysiology and contraction on chip. Lab Chip 17, 1732–1739 (2017).	2017.0	 Simultaneous electrical recording of cardiac electrophysiology and contraction on chip	 Lab Chip 17, 1732–1739 (2017)	https://doi.org/10.1039/c7lc00210f 		iCell	1						iCell Maintenance Medium (CDI)															Yes							ECM-coated plastic/glass						 																											norepinephrine	
	Qu, Y. et al. Inotropic assessment in engineered 3D cardiac tissues using human induced pluripotent stem cell-derived cardiomyocytes in the BiowireTM II platform. J Pharmacol Toxicol Methods 105, (2020).	2020.0	 Inotropic assessment in engineered 3D cardiac tissues using human induced pluripotent stem cell-derived cardiomyocytes in the BiowireTM II platform	 J Pharmacol Toxicol Methods 105, (2020)	https://doi.org/10.1016/j.vascn.2020.106886		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin			Yes	Yes	Yes						Collagen + fibrin + matrigel	CM + SC	hCF		91, 0, 9	 	50.0	1							Post deflection										Optical mapping								isoproterenol, dobutamine, milrpinone, pimobendan, levosimendan, omecamtiv mecarbil, AMG1, AMG2, pyrethrin-apelin-13	
	Quach, B., Krogh-Madsen, T., Entcheva, E. & Christini, D. J. Light-Activated Dynamic Clamp Using iPSC-Derived Cardiomyocytes. Biophys J 115, 2206–2217 (2018).	2018.0	 Light-Activated Dynamic Clamp Using iPSC-Derived Cardiomyocytes	 Biophys J 115, 2206–2217 (2018)	https://doi.org/10.1016/j.bpj.2018.https://doi.org/10.018		Cor.4U	1						iCell Maintenance Medium (CDI)												Gelatin			Optical sitmulation							ECM-coated plastic/glass																									Patch clamp		110	-78.0					E4031	
	Querdel, E. et al. Human Engineered Heart Tissue Patches Remuscularize the Injured Heart in a Dose-Dependent Manner. Circulation 143, 1991–2006 (2021).	2021.0	 Human Engineered Heart Tissue Patches Remuscularize the Injured Heart in a Dose-Dependent Manner	 Circulation 143, 1991–2006 (2021)	https://doi.org/10.1161/CIRCULATIONAHA.120.047904		UKEi1-A, TC-1133, C25	3	NaN, Male, Female	NaN, NaN, Caucasian	Geltrex	FTDA	EB	iCell Maintenance Medium (CDI)	FBS, L-glutamine	Activin A, BMP4, bFGF	0-3	DS-I-7	3-10	6-10			Flow cytometry for cTnT+	83						Yes			Yes				Fibrin	CM			100, 0, 0	DMEM, heat-inactivated horse serum, aprotinin, insulin	10.0	3,500	Yes		Yes				Post deflection	4.6									MEA	41.0	110	-82.0					isoproterenol	
	Rajamohan, D. et al. Automated electrophysiological and pharmacological evaluation of human pluripotent stem cell-derived cardiomyocytes. Stem Cells Dev 25, 439–452 (2016).	2016.0	 Automated electrophysiological and pharmacological evaluation of human pluripotent stem cell-derived cardiomyocytes	 Stem Cells Dev 25, 439–452 (2016)	https://doi.org/10.1089/scd.2015.0253		FIB-hiPSC, BT1-hiPSC	2	NaN, NaN	NaN, NaN	Matrigel	DMEM/F12, 15% KSR, 1% NEAA, 1% glutamax, 10uM B-mercaptoethanol, 8ng/mL bFGF		RPMI-1640	B27	Activin A, BMP4	0-2	KY02111	2-4	4			Flow cytometry for cTnT+	91												ECM-coated plastic/glass									Yes																Patch clamp		105	-39.0					tetrodotoxin, nifedipine, E4031	
	Raval, K. K. et al. Pompe disease results in a Golgi-based glycosylation deficit in human induced pluripotent stem cell-derived cardiomyocytes. Journal of Biological Chemistry 290, 3121–3136 (2015).	2015.0	 Pompe disease results in a Golgi-based glycosylation deficit in human induced pluripotent stem cell-derived cardiomyocytes	 Journal of Biological Chemistry 290, 3121–3136 (2015)	https://doi.org/10.1074/jbc.M114.628628		GM20089, GM20123, GM04912	3	NaN, NaN, NaN	NaN, NaN, NaN	Matrigel	mTeSR-1		RPMI-1640	B27	CHIR99021	0-1	IWP2	3-5	7			Flow cytometry for cTnT+	80		Gelatin			Yes								Fibrin	CM			100, 0, 0	RPMI-1640, B27	6.0	141	Yes	TEM					Force transducer 	1.2																		Pompe Disease (loss of lysosomal GAA)
	Rehnelt, S. et al. Frequency-dependent multi-well cardiotoxicity screening enabled by optogenetic stimulation. Int J Mol Sci 18, (2017).	2017.0	 Frequency-dependent multi-well cardiotoxicity screening enabled by optogenetic stimulation	 Int J Mol Sci 18, (2017)	https://doi.org/10.3390/ijms18122634		Cor.4U	1						Cor.4U complete medium															Optical stimulation							ECM-coated plastic/glass						Cor.4U complete medium			Yes																								lidocaine, nifedipine, E4031	
	Richards, D. J. et al. Human cardiac organoids for the modelling of myocardial infarction and drug cardiotoxicity. Nat Biomed Eng 4, 446–462 (2020).	2020.0	 Human cardiac organoids for the modelling of myocardial infarction and drug cardiotoxicity	 Nat Biomed Eng 4, 446–462 (2020)	https://doi.org/10.1038/s41551-020-0539-4	GSE115031, GSE113871	iCell	2					EB	iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin											Scaffold free	CM + EC + SC	hCF, hADSC	HUVEC	50, 14, 36	DMEM/F12, FBS, NEAAs: FGM-3: EGM2	2.0	0.07	Yes						Motion tracking analysis				Dye	0.3	42.0									Seahorse		RNA-seq	norepinephrine	Acute myocardial infarction
	Richards, D. J. et al. Inspiration from heart development: Biomimetic development of functional human cardiac organoids. Biomaterials 142, 112–123 (2017).	2017.0	 Inspiration from heart development: Biomimetic development of functional human cardiac organoids	 Biomaterials 142, 112–123 (2017)	https://doi.org/10.1016/j.biomaterials.2017.07.021		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin											Scaffold free	CM + EC + SC	hCF	HUVEC	50, 10, 40	DMEM/F12, FBS, NEAAs: FGM-3: EGM2	2.0	0.13	Yes	SEM, TEM					Motion tracking analysis				Dye			170	480 (50%)									PCR	verapamil, ryanodine, E4031, isoproterenol	
	Richards, D. J. et al. Nanowires and electrical stimulation synergistically improve functions of hiPSC cardiac spheroids. Nano Lett 16, 4670–4678 (2016).	2016.0	 Nanowires and electrical stimulation synergistically improve functions of hiPSC cardiac spheroids	 Nano Lett 16, 4670–4678 (2016)	https://doi.org/10.1021/acs.nanolett.6b02093		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin			Yes								Scaffold free					iCell Maintenance Medium (CDI)			Yes	TEM																								
	Rogers, A. J., Fast, V. G. & Sethu, P. Biomimetic Cardiac Tissue Model Enables the Adaption of Human Induced Pluripotent Stem Cell Cardiomyocytes to Physiological Hemodynamic Loads. Anal Chem 88, 9862–9868 (2016).	2016.0	 Biomimetic Cardiac Tissue Model Enables the Adaption of Human Induced Pluripotent Stem Cell Cardiomyocytes to Physiological Hemodynamic Loads	 Anal Chem 88, 9862–9868 (2016)	https://doi.org/10.1021/acs.analchem.6b03105		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin						Flow		Yes		Micropatterned PDMS						iCell Maintenance Medium (CDI), High-glucose DMEM, FBS			Yes																Optical mapping	2.5								
	Ronaldson-Bouchard, K. et al. A multi-organ chip with matured tissue niches linked by vascular flow. Nat Biomed Eng 6, 351–371 (2022).	2022.0	 A multi-organ chip with matured tissue niches linked by vascular flow	 Nat Biomed Eng 6, 351–371 (2022)	https://doi.org/10.1038/s41551-022-00882-6		WTC11	1	Male 	Asian	Matrigel	mTeSR-1	100	iCell Maintenance Medium (CDI)	B27	Activin A, BMP4	0-1	VEGF	1-3	3			Flow cytometry for cTnT+	85					Yes	Yes	Yes						Fibrin	CM + SC	hDF		75, 0, 25	RPMI-1640, B27, L-ascorbic acid	10.0	7	Yes						Motion tracking analysis		2.1												5.6			RNA-seq	doxorubicin, doxorubicinol	
	Ronaldson-Bouchard, K. et al. Advanced maturation of human cardiac tissue grown from pluripotent stem cells. Nature 556, 239–243 (2018).	2018.0	 Advanced maturation of human cardiac tissue grown from pluripotent stem cells	 Nature 556, 239–243 (2018)	https://doi.org/10.1038/s41586-018-0016-3		BS2, C2A, IMR-90, WTC11	4	NaN, NaN, Female, Male	NaN, NaN, NaN, Asian	Matrigel	mTeSR-1	100	iCell Maintenance Medium (CDI)	B27	Activin A, BMP4	0-3			3			Flow cytometry for cTnT+	85					Yes	Yes	Yes						Fibrin	CM + SC	hDF		75, 0, 25	RPMI-1640, B27, aprotinin	10.0	6	Yes	TEM		2.2	1500	Yes	Post deflection	0.8	3.8		Dye				250	25.0	Patch clamp		115	-70.0		Seahorse		PCR	isoproterenol, nifedipine, verapamil, thapsigargin	
	Roshanbinfar, K. et al. Carbon nanotube doped pericardial matrix derived electroconductive biohybrid hydrogel for cardiac tissue engineering. Biomater Sci 7, 3906–3917 (2019).	2019.0	 Carbon nanotube doped pericardial matrix derived electroconductive biohybrid hydrogel for cardiac tissue engineering	 Biomater Sci 7, 3906–3917 (2019)	https://doi.org/10.1039/c9bm00434c		F1	1	Male		Matrigel	E8	90	iCell Maintenance Medium (CDI)	B27	CHIR99021	0-2	IWR1	3-5	7						Matrigel			Conductive material						Yes	Decellularized ECM, Electrically conductive hydrogel		CM			100, 0, 0	RPMI-1640, B27	40.0		Yes		Yes	1.7			Motion tracking analysis			15.25	Dye	0.8		315	145										isoproterenol, epinephrine, nifedipine, verapamil	
	Ruan, J. L. et al. Mechanical Stress Conditioning and Electrical Stimulation Promote Contractility and Force Maturation of Induced Pluripotent Stem Cell-Derived Human Cardiac Tissue. Circulation 134, 1557–1567 (2016).	2016.0	 Mechanical Stress Conditioning and Electrical Stimulation Promote Contractility and Force Maturation of Induced Pluripotent Stem Cell-Derived Human Cardiac Tissue	 Circulation 134, 1557–1567 (2016)	https://doi.org/10.1161/CIRCULATIONAHA.114.014998		IBJ, IMR-90	2	NaN, Female	NaN, NaN	Matrigel	DMEM/F12, KOSR, NEAAs, sodium pyruvate, β-mercaptoethanol 	80	iCell Maintenance Medium (CDI)	B27	Activin A, BMP4, CHIR99021, bFGF	0-2	XAV939, IWP2	2-3				Flow cytometry for cTnT+	63		Matrigel				Yes	Yes	Yes					Collagen + Geltrex	CM + EC + SC	hiPSC-SMC	hiPSC-EC	58, 9, 15	RPMI-1640, B27	20.0	60	Yes						Force transducer 		1.0			0.037	60.0	127										PCR		
	Rupert, C. E., Irofuala, C. & Coulombe, K. L. K. Practical adoption of state-of-the-art hiPSC-cardiomyocyte differentiation techniques. PLoS One 15, (2020).	2020.0	 Practical adoption of state-of-the-art hiPSC-cardiomyocyte differentiation techniques	 PLoS One 15, (2020)	https://doi.org/10.1371/journal.pone.0230001		Gibco episomal, NCRM-5, WTC11	3	NaN, Male, Male	NaN, NaN, Asian	Vitronectin then Matrigel	E8		iCell Maintenance Medium (CDI)	B27	CHIR99021	0-1	IWP2	3-5	9, not 13-17	No glucose with lactate	13-17	Flow cytometry for cTnT+	82						Yes	Yes						Collagen	CM + SC	hCF		95, 0, 5	RPMI-1640, B27	1.0								Force transducer		0.18													Seahorse				
	Rupert, C. E., Kim, T. Y., Choi, B. R. & Coulombe, K. L. K. Human Cardiac Fibroblast Number and Activation State Modulate Electromechanical Function of hiPSC-Cardiomyocytes in Engineered Myocardium. Stem Cells Int 2020, (2020).	2020.0	Human Cardiac Fibroblast Number and Activation State Modulate Electromechanical Function of hiPSC-Cardiomyocytes in Engineered Myocardium	Stem Cells Int 2020, (2020)	https://doi.org/10.1155/2020/9363809		Gibco episomal	1			Vitronectin then Matrigel	E8	70	RPMI-1640	B27	CHIR99021	Not listed	IWP2	Not listed	7			Flow cytometry for cTnT+	52						Yes	Yes						Collagen	CM + SC	hCF		95, 0, 5	RPMI-1640, B27	16.0	10	Yes						Force transducer		0.15		Dye						Optical mapping				2.9			PCR		
	Saleem, U. et al. Blinded, Multicenter Evaluation of Drug-induced Changes in Contractility Using Human-induced Pluripotent Stem Cell-derived Cardiomyocytes. Toxicological Sciences 176, 103–123 (2020).	2020.0	 Blinded, Multicenter Evaluation of Drug-induced Changes in Contractility Using Human-induced Pluripotent Stem Cell-derived Cardiomyocytes	 Toxicological Sciences 176, 103–123 (2020)	https://doi.org/10.1093/toxsci/kfaa058		in-house, iCell2, Pluricyte	3	NaN, NaN, NaN	NaN, NaN, NaN				Pluricyte Cardiomyocyte Differentiation Kit (NCardia)		Activin A, BMP4, bFGF	0-3	DS-I-7	3-10	6						Matrigel				Yes							Fibrin + matrigel	CM			100, 0, 0	DMEM, galactose, sodium pyruvate, Pluricyte Cardiomyocyte Medium 	10.0	10							Post deflection				Dye						Optical mapping								epinephrine, forskolin, levosimendan, pimobendan, dobutamine, milrinone, omecamtiv mecarbil, terbutaline, verapamil, doxorubicin, sunitinib, citalopram, itraconazole, sorafenib, ivabradine, flecainide, phentolamine, zimelidine, atenolol, acetylsalicylic acid, captopril, glibenclamide, enalaprilat, clonidine, paracetamol, tolbutamide, pravastatin, sildenafil	
